6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
10.620257,9.99771,10.726529,10.604492,11.2164755,10.087587,11.22025,11.385995,11.621841,10.284044,11.72135,11.714469,11.756156,12.665169,10.47797,13.010008,11.659277,10.859638,10.575845,9.344962,10.274022,10.470693,9.117308,10.194325,10.487691,9.305912,8.732209,11.217169,9.766204,11.147946,9.306931,9.808068,10.87921,9.218412,9.706993,7.651623,9.7186985,9.43139,9.237973,10.197441,7.1047473,5.5540485,8.926763,11.832286,10.258862,6.3480625,15.467487,11.990461,21.052605,16.480133,14.709989,8.395361
18.306845,16.348291,19.0743,18.983946,18.829975,17.027485,18.8051,16.997978,19.08422,18.142143,20.245964,19.846195,19.73359,19.823608,17.331062,21.308655,18.988703,17.388134,17.210054,16.896235,17.297304,17.480036,15.689371,17.109045,18.611275,17.005592,16.050726,18.25076,16.835104,18.704748,15.220585,16.434225,16.212603,15.279424,16.385046,15.356512,16.606026,14.920672,16.144419,15.083549,15.03187,14.623056,16.873281,15.987629,15.307952,14.333195,17.407303,16.396479,20.253044,18.74858,16.84496,14.712248
22.87157,20.291689,23.95294,23.90527,23.460505,21.081009,23.244919,20.549126,23.512676,22.778786,25.320288,24.948027,24.537432,24.202982,21.616468,26.352732,23.36678,21.451956,21.08452,21.355225,21.215324,21.827925,19.544024,21.386353,23.336906,21.492523,20.442326,22.580315,21.296219,23.013813,18.700462,20.413853,19.473698,18.881638,20.450909,19.701694,20.765755,18.026869,20.199541,18.100496,19.755001,20.227684,21.869078,18.541916,18.482632,19.062609,18.843689,19.228003,19.857832,20.281017,18.34254,18.554857
24.949278,22.306293,26.09744,26.091095,25.707184,22.895496,25.226713,22.441236,25.549128,24.8868,27.646326,27.588516,26.823315,26.352505,23.82161,28.786654,25.410582,23.534304,22.82772,23.402067,22.768589,24.029919,21.294407,23.551414,25.413603,23.487232,22.52261,24.729626,23.632782,24.778234,20.279783,22.310701,21.0861,20.555655,22.425407,21.461304,22.762005,19.303959,22.014833,19.65549,21.963762,23.018654,24.438423,19.805393,20.175032,21.226124,19.813116,20.762487,19.762337,21.18128,19.297714,20.45122
25.1748,22.8705,26.24279,26.264053,26.169128,23.11828,25.437492,23.076117,25.835503,25.15901,27.926092,28.33622,27.246864,26.821396,24.433907,29.25483,25.737186,24.118378,23.068138,23.716904,22.697603,24.601578,21.553663,24.1294,25.59038,23.71025,22.90718,25.222473,24.32803,24.701109,20.491772,22.688519,21.47341,20.832083,22.829367,21.409468,23.158892,19.30592,22.201796,20.155743,22.347773,23.646688,25.10559,20.0883,20.777287,21.513561,20.352057,21.277391,19.861933,21.553213,19.805458,20.929373
24.043491,22.272038,24.848461,24.990105,25.66541,22.5246,24.549387,22.709444,24.80007,24.127922,26.635277,27.66214,26.48172,25.772772,23.571646,27.894588,24.997578,23.808138,22.621681,23.023867,22.260317,23.578012,21.254923,23.594254,24.839924,22.873049,21.998035,24.384478,23.32419,23.117903,19.636662,22.037916,21.174112,20.149378,21.702,20.467674,22.765837,18.627659,21.38296,20.231173,21.338737,21.882341,23.793951,19.771322,20.921608,20.394451,20.582136,21.185165,20.815811,21.987995,20.436287,20.359911
21.922596,21.334894,23.296978,22.863914,23.743002,21.684109,23.3683,21.789167,23.533133,22.892504,24.45556,25.713278,24.625826,24.475641,22.053425,26.216042,23.358536,22.155602,21.965858,21.843847,21.072357,22.242554,20.126886,22.269682,23.294598,21.997288,20.90449,22.681313,22.026257,21.48393,19.047087,21.08652,19.775532,19.475801,20.56169,19.198933,21.127542,17.81747,19.883947,19.799257,20.420969,19.744848,21.491266,18.17265,20.177948,18.784634,19.274353,19.40937,19.779804,20.260984,19.162567,19.544851
20.675095,20.709656,22.19199,21.775148,22.06743,21.187805,22.657635,21.644657,22.931759,22.267485,23.304205,23.985546,23.949244,23.654968,21.308304,25.340477,22.695623,21.07704,21.618927,21.660583,20.77769,21.844492,19.868963,21.285423,22.471506,21.922922,20.371037,21.415035,21.35628,21.085262,18.850193,20.974928,19.305708,18.921625,20.061142,18.77921,20.011555,17.998215,19.431217,19.979548,20.238718,18.90183,20.505121,17.888115,20.339437,18.430832,19.302559,18.882463,19.532824,19.57972,19.058846,19.852352
20.506311,20.781763,22.326359,21.684587,21.714394,21.739943,23.116646,21.834978,23.384933,22.6007,22.98556,23.626299,23.780243,23.727896,21.055208,25.427704,22.233822,21.375908,21.880806,22.388634,21.322506,22.087357,20.237831,21.207964,22.202112,22.13452,20.292183,21.14836,21.1188,21.013313,19.382591,21.040894,19.617315,19.308624,19.888594,18.849434,19.592876,18.523203,19.146221,20.25265,20.283148,18.339039,19.683111,18.069977,20.77881,18.252007,19.362265,18.671318,19.957985,19.3851,19.000322,20.352472
