0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
61.78134,1.8993007,0.0,0.0,0.0,0.0,21.740984,20.897823,26.104599,25.653631,25.765759,22.086763,24.194822,23.391985,24.323519,24.447403,25.843952,26.992237,24.886206,25.768456,22.831707,27.9425,24.384365,24.061039,22.341312,22.746294,22.068161,22.893013,19.620934,22.999714,23.790716,21.178488,0.0,22.393196,22.51467,21.46944,23.072882,19.54406,21.796711,20.445559,20.408247,20.932104,19.635977,20.869688,19.754347,21.58309,19.813627,23.342617,24.062792,24.814695,19.343973,21.151842,21.182175,21.178562,22.11634,21.440014,22.66409,20.23854,22.852722,0.0,0.0,0.0,0.0,0.0
89.00167,5.148718,0.0,0.0,0.0,0.0,21.75281,20.104616,24.92316,24.934738,24.812576,21.562273,23.11486,21.948797,24.076765,23.075125,24.982367,25.484476,24.17052,24.491339,21.616024,27.009014,22.945726,21.67075,21.344927,21.337135,20.468588,21.553473,19.665775,21.714891,22.505255,20.541582,0.0,21.189962,22.046423,21.185553,22.224947,18.210703,20.563976,20.171158,19.41425,20.580364,19.328066,21.438745,18.783733,20.803219,19.849264,22.119831,23.07284,24.24331,19.88909,21.648972,21.404371,21.10992,21.70456,21.861437,22.838585,20.45777,21.544487,0.0,0.0,0.0,0.0,0.0
102.57745,6.935431,0.0,0.0,0.0,0.0,21.926641,19.902924,24.454435,24.741945,24.429373,21.358448,22.753538,21.223904,23.8427,22.454548,24.632103,24.898048,23.984821,23.842394,21.104479,26.660244,22.432192,20.730297,20.852167,20.699106,19.673565,21.030497,19.795744,21.238247,21.973375,20.321516,0.0,20.76158,22.234644,21.455404,22.067814,17.726698,20.206083,20.20724,19.002592,20.695356,19.526072,22.095797,18.499983,20.50821,19.966011,21.775629,22.840332,24.141249,20.31449,21.906273,21.485449,21.204409,21.695198,22.135714,23.344019,20.931555,21.236225,0.0,0.0,0.0,0.0,0.0
106.638855,7.579953,0.0,0.0,0.0,0.0,22.104082,20.058825,24.393871,24.813995,24.350075,21.301891,22.822739,20.97333,23.533533,22.312649,24.572777,24.880873,24.082283,23.602798,21.046778,26.617542,22.494904,20.760479,20.68846,20.580692,19.43522,21.035173,19.915815,21.255043,21.942001,20.348068,0.0,20.822693,22.740595,21.977663,22.30114,17.813644,20.390282,20.38123,18.95642,21.01944,19.995197,22.673622,18.63436,20.487873,20.08646,21.943674,23.031546,24.251614,20.552485,21.915117,21.39595,21.346209,21.882202,22.229504,23.929237,21.475624,21.560724,0.0,0.0,0.0,0.0,0.0
105.31605,7.402797,0.0,0.0,0.0,0.0,22.126734,20.3384,24.43691,24.889626,24.30861,21.219206,23.03434,20.9531,23.06147,22.376402,24.584013,25.080866,24.216085,23.553726,21.192625,26.602262,22.785002,21.282095,20.679234,20.730383,19.50568,21.278591,19.930965,21.450544,22.158062,20.451014,0.0,21.087944,23.225538,22.450996,22.62458,18.193148,20.783817,20.520557,19.058887,21.29497,20.500647,23.004995,18.918129,20.532022,20.133205,22.257637,23.31276,24.317516,20.535387,21.666876,21.106413,21.419502,22.059517,22.109465,24.343086,21.905704,22.150774,0.0,0.0,0.0,0.0,0.0
104.68284,6.4125,0.0,0.0,0.0,0.0,21.127356,20.09833,23.484005,23.932823,23.326195,20.49789,22.726477,20.580194,21.447914,21.735466,23.998672,24.640842,23.43139,23.180147,20.943806,25.346088,22.20146,21.298422,20.41967,20.352049,19.470177,21.017042,19.190779,20.80523,22.215105,20.006456,0.0,20.903929,22.230572,21.58363,22.11696,18.33004,20.311012,19.946344,18.543163,20.457787,20.516272,22.273174,18.674889,19.897018,19.788324,21.414911,22.560904,23.415304,19.576199,20.697817,19.894184,20.904829,21.433725,21.37094,23.567417,21.507215,22.209448,0.0,0.0,0.0,0.0,0.0
120.17858,6.525,0.0,0.0,0.0,0.0,19.795792,19.352476,22.054733,22.868252,21.821209,19.04584,21.653585,19.818514,20.204004,21.0421,22.876177,23.450323,22.54105,22.57155,20.36275,24.26637,21.456694,20.40802,19.760298,20.10603,18.904085,20.193073,18.630848,19.89209,21.770021,19.495617,0.0,20.16191,21.06087,20.53395,21.291681,18.04225,19.787464,19.042706,17.967537,19.268715,19.765198,21.056541,17.81615,19.060032,19.37128,20.373756,21.21254,21.770693,18.455011,19.702654,18.873106,20.182781,20.663446,20.603456,22.017124,20.756805,21.54731,0.0,0.0,0.0,0.0,0.0
120.458336,5.275,0.0,0.0,0.0,0.0,18.511139,18.584707,20.871725,21.035006,20.207067,17.603148,19.775665,18.674986,18.965162,19.647087,21.375414,21.398857,21.01669,21.283926,18.955153,22.090942,19.870356,19.09986,18.951574,19.351225,18.062284,19.269545,17.319595,18.281094,20.57087,18.60524,0.0,18.882986,19.154139,18.745495,19.017717,17.116207,18.433064,17.596622,16.92322,17.556953,18.613058,19.003874,16.380896,17.369337,18.286732,18.311268,19.564772,19.418339,17.317463,18.414278,18.37084,18.88534,19.157358,18.872847,19.90952,19.485409,20.202223,0.0,0.0,0.0,0.0,0.0
132.15468,4.825,0.0,0.0,0.0,0.0,17.036293,17.48622,19.426191,19.106424,18.229017,16.362474,18.106115,17.697874,17.51213,18.658735,19.933355,19.670635,19.434458,19.867842,17.758823,20.315788,18.40026,17.656195,17.97744,18.828423,17.143045,18.43079,16.758461,16.947554,18.889467,17.642822,0.0,17.290663,17.631992,16.741,17.303225,16.44968,17.423817,16.790222,16.23789,16.02463,17.226921,17.539753,15.45075,16.39896,17.069994,16.789532,17.601797,17.038488,16.22363,17.241934,17.147835,17.97572,17.398922,17.927456,18.23448,18.26567,18.332687,0.0,0.0,0.0,0.0,0.0
154.5626,4.625,0.0,0.0,0.0,0.0,15.73753,16.129566,17.513512,17.724728,16.578175,15.535695,16.641205,16.466389,16.491224,17.71512,18.497261,17.99116,18.006035,18.491432,17.014767,19.01972,17.165628,16.493868,17.042927,18.264696,16.468822,17.672256,16.665976,15.771719,17.808634,17.14063,0.0,16.013165,16.707079,15.830199,15.776667,15.850701,16.506723,15.546802,15.413214,14.919565,15.997754,15.915604,14.570398,15.423289,16.48978,14.982706,16.18111,16.312035,15.406488,16.125301,16.581694,16.791748,16.553736,17.09873,16.70748,17.185776,17.261782,0.0,0.0,0.0,0.0,0.0
151.06258,6.2,0.0,0.0,0.0,0.0,14.734974,15.069024,15.926173,16.532839,15.700126,14.883135,15.765358,15.3460455,16.177612,16.830685,17.938772,17.383541,17.308834,17.746834,16.498434,18.54614,16.908447,15.829518,16.559538,17.851248,16.194416,17.412086,16.819952,15.422488,17.573664,16.913294,0.0,15.419691,15.832416,15.493005,15.307049,15.600479,16.086508,15.189075,15.079461,14.525877,15.554847,15.077287,14.480603,15.06521,16.542654,14.356605,16.000912,16.212257,15.51146,15.84611,16.509802,16.7946,16.011154,17.043098,16.052404,16.600796,16.420235,0.0,0.0,0.0,0.0,0.0
146.0,6.35,0.0,0.0,0.0,0.0,13.622178,13.531091,13.92019,15.105779,14.494789,14.251681,14.319633,14.54943,15.121669,15.844899,17.060127,16.356535,16.517714,16.947855,15.346141,17.84854,16.453281,15.068121,16.156843,16.780142,15.859118,16.845743,16.29004,15.14704,16.737074,16.287113,0.0,14.490278,15.512759,15.10034,14.6604185,15.366624,15.5338335,14.925656,14.57275,14.369363,14.910404,13.834478,13.854233,14.430827,16.012812,13.893349,15.711572,15.537133,15.449792,15.084402,16.397568,16.031212,15.321705,16.368286,15.595858,15.961388,15.65861,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,13.792734,12.973811,13.699858,14.800933,14.890714,14.704613,14.620972,14.575271,15.410811,16.195864,17.202442,16.508842,17.103281,17.051662,15.9073715,18.478819,16.630121,15.633024,16.418362,17.183493,16.78633,17.206005,16.821371,15.985924,17.148859,16.640844,0.0,15.495777,16.47159,16.13203,15.506657,15.881548,15.958429,15.629236,15.442928,15.2353,15.634697,15.043853,14.694551,15.71407,16.602673,15.4663725,16.40742,17.043348,16.525488,16.079376,17.032259,16.470064,16.352713,17.090837,16.316135,16.64502,16.518456,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,13.317173,12.496939,12.772755,14.143332,14.284266,14.659655,14.49046,13.99609,15.002079,15.589004,16.730944,16.42555,16.699903,16.272684,16.174498,18.036789,16.308668,15.80084,16.005331,16.923136,16.478233,16.882326,16.555803,15.950949,17.154068,16.738012,0.0,15.544584,16.159077,16.668547,15.666405,15.769424,15.816227,15.675894,15.201078,15.721379,15.669963,15.10061,14.868403,16.046946,16.525536,15.908609,16.802694,17.399532,16.858103,16.223265,16.939312,16.775688,16.579924,16.942621,16.393627,16.512306,16.78979,0.0,0.0,0.0,0.0,0.0
