6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
24.275856,24.061918,25.625679,27.265066,24.983377,24.234785,24.044905,23.709887,24.367212,22.948727,26.07008,25.6352,25.434774,25.755276,23.382378,25.252745,24.111094,21.980816,22.304934,22.180342,21.595554,22.545383,20.6031,22.870552,23.877012,23.846241,23.07266,24.253736,25.076967,24.20692,21.244581,23.942295,22.705233,21.990828,23.273157,21.147982,23.90513,21.87087,23.096031,21.818943,23.046621,23.870218,25.008293,21.549423,22.612534,21.49989,21.527245,22.670748,21.11891,22.354036,20.906427,21.445635
23.034214,22.92892,23.771189,25.344213,23.497507,22.830917,22.628304,21.769043,23.114132,21.270237,23.336912,23.641401,22.793758,23.274315,22.005785,23.070623,21.698833,20.39703,20.408857,20.192581,19.828384,21.158422,19.490396,21.698961,22.102285,22.336866,21.295782,22.664522,23.791464,22.087801,20.451347,21.91139,21.54629,20.678131,21.210316,19.980627,22.004612,20.292841,21.95336,21.074121,21.310387,22.670631,23.315643,21.139702,21.610828,20.670103,20.95742,21.485043,20.276989,21.704815,19.95816,20.653893
22.851734,22.759676,23.185593,24.839657,23.16409,22.428516,22.3142,21.022152,22.84623,20.791136,22.525616,23.131912,22.025156,22.334042,21.619373,22.529385,21.006514,19.903513,19.828022,19.594797,19.334532,20.71608,18.965908,21.42439,21.58182,21.770483,20.67014,22.183979,23.29535,21.302717,20.19272,21.051334,21.137197,20.00721,20.649572,19.470776,21.103662,19.546165,21.284473,20.674372,20.513382,22.179058,22.3594,20.764227,20.854067,20.163363,20.662504,20.701927,19.765678,21.21953,19.217957,20.069218
23.396046,23.259182,23.498392,25.32577,23.621893,22.731352,22.76337,21.157425,23.254549,21.168192,23.075724,23.650356,22.576124,22.507332,21.928938,23.120956,21.521393,20.1767,20.182919,19.981188,19.72539,20.931744,18.886938,21.749628,21.933863,21.86679,20.84345,22.446573,23.340717,21.43932,20.2736,21.016363,21.210363,19.798996,21.088346,19.396097,20.915947,19.375805,20.937325,20.496016,20.342293,22.1422,21.913342,20.406382,20.301014,19.871412,20.524334,20.203737,19.458092,20.83667,18.649689,19.624031
24.33477,24.132439,24.339085,26.376928,24.50969,23.443201,23.63659,21.863081,24.030134,22.058172,24.426765,24.74035,23.89382,23.367064,22.64028,24.33726,22.730732,20.893032,21.09405,20.94595,20.612352,21.518793,19.11079,22.377464,22.776663,22.345491,21.463434,23.086771,23.679665,22.085255,20.49888,21.46071,21.498201,19.874434,22.024052,19.534262,21.15513,19.52672,20.759867,20.415384,20.483805,22.306767,21.751247,20.049545,19.910435,19.686005,20.424747,19.87281,19.227343,20.494719,18.217232,19.250755
25.590355,25.423346,25.37118,27.812933,25.377846,24.353943,24.75572,23.208504,25.171066,23.21074,26.425648,26.165476,25.488487,24.72388,23.623852,25.440123,24.152428,21.738523,22.389189,22.204153,21.586166,22.081728,19.837662,23.027906,23.746122,23.065266,22.150366,23.466274,24.029797,22.617481,20.383371,21.88661,21.207329,19.921202,22.614632,19.296068,21.39809,19.567236,20.311893,20.077656,20.121914,21.950958,21.184332,19.5835,19.662878,19.305931,19.785437,19.111158,18.38608,19.73644,17.938393,18.4668
25.528845,25.24721,25.32003,27.552898,25.286413,24.325842,24.474882,23.358501,24.614567,23.641228,26.348206,25.862036,25.837893,24.846443,23.555254,25.77038,24.250368,21.58652,21.980831,22.411718,21.404158,21.904894,19.778236,22.426277,23.634865,22.877079,21.775286,22.859756,23.748356,22.073809,19.567406,21.595982,20.750486,19.590982,21.844553,18.662607,20.928614,18.964603,19.66162,19.345652,19.034119,21.196337,20.334328,18.916378,19.370722,18.529903,18.934149,18.676487,17.769522,19.012217,17.44143,17.92175
25.276493,25.165844,25.437885,27.301859,25.140932,24.396313,24.366476,23.882103,24.093077,23.790154,26.102629,25.531366,25.596556,24.87323,23.222588,25.451029,24.330969,21.798456,22.565891,22.420414,21.231544,21.728064,19.778818,21.967823,23.269648,22.274582,21.27751,22.405643,23.05745,21.861889,19.190008,21.151934,19.81659,19.59789,21.099447,18.312742,20.866043,18.265078,19.04872,18.526442,18.612095,20.389034,20.016308,18.40872,19.018684,18.157623,18.74233,18.412464,16.911743,18.852098,17.133793,17.513435
24.655529,24.874117,25.477749,27.283474,24.822117,24.570524,23.900763,23.897274,23.830257,23.487455,25.073845,24.781576,24.80387,24.581686,22.96923,24.500124,23.442564,21.478085,22.991074,22.063334,21.10119,21.900778,19.983032,21.524883,22.963324,21.858883,20.728092,21.567184,22.178099,20.883606,19.04314,20.929108,19.149006,19.433796,20.11936,17.904991,20.477734,17.911251,18.386051,18.653204,17.837275,19.612457,19.512842,18.252377,19.25882,17.677872,18.58988,18.21538,16.559908,18.668549,16.910126,17.526138
23.72919,24.648554,25.159195,26.43049,24.316532,24.17897,23.78194,23.649925,23.680904,22.764105,24.409788,23.82977,24.628647,24.208979,22.65784,23.804743,22.77259,21.188272,22.881588,21.708158,21.077946,22.042057,20.10851,20.838306,22.294502,21.293415,20.414955,20.570406,21.544193,20.185404,18.717297,20.479916,18.68344,19.029501,19.145687,17.79532,20.342857,17.540266,17.978748,18.459373,17.691254,19.123016,19.232508,18.403288,19.296467,17.932076,18.655258,18.439405,16.591696,18.70189,17.034058,17.695415
22.43588,23.055471,23.719522,24.491327,22.810482,22.901815,22.946527,22.59108,22.783834,21.278282,22.905056,22.379732,23.849245,22.874725,21.446978,22.277205,21.22277,20.074505,21.872583,20.656656,20.45675,21.221685,19.676794,19.983433,21.117886,20.082174,19.684418,19.225529,20.02028,18.882784,17.806547,19.58342,18.193861,17.841543,18.231085,17.581106,19.220577,16.83452,17.394588,18.17262,17.272366,18.104277,18.53084,17.993645,18.689144,17.323038,18.2165,17.91013,16.562437,18.285734,16.686403,17.610998
21.337034,21.890255,23.006227,22.933731,22.250755,22.093819,22.67317,21.780455,22.014229,20.672958,22.296919,21.564468,23.01017,22.185686,20.669067,21.861727,20.133638,19.5932,21.564981,20.208652,20.075035,20.963457,19.616577,19.451385,20.320938,19.21141,19.276413,18.705002,18.915134,18.328865,17.543427,18.769705,17.81557,17.314463,17.499544,17.598621,18.58183,16.480974,17.148966,18.027534,17.723682,17.456743,18.05513,17.583624,18.077486,16.974028,17.895035,17.667229,16.868319,17.903917,16.637909,17.481113
